0	350
1	121
2	9387
3	44
4	9169
5	9218
6	8774
7	968
8	2791
9	6273
10	1157
11	274
12	201
13	4620
14	6618
15	1739
16	465
17	2397
18	132
19	1536
20	6063
21	1401
22	1416
23	1403
24	2522
25	2555
26	4331
27	160
28	1539
29	436
30	480
31	2013
32	5138
33	5104
34	1
35	16
36	7816
37	517
38	150
39	600
40	231
41	183
42	9984
43	1387
44	447
45	3918
46	2152
47	9
48	3194
49	7953
50	2690
51	127
52	311
53	129
54	8173
55	9999
56	26
57	8771
58	38
59	9889
60	6997
61	632
62	9830
63	260
64	340
65	571
66	48
67	3552
68	386
69	1483
70	4114
71	9199
72	8420
73	6356
74	272
75	224
76	153
77	515
78	111
79	9152
80	1125
81	134
82	1073
83	4335
84	745
85	171
86	65
87	7567
88	306
89	20
90	1507
91	274
92	2037
93	838
94	370
95	26
96	1101
97	33
98	5728
99	1217
100	1258
101	55
102	1382
103	1510
104	2685
105	77
106	7220
107	3231
108	1023
109	246
110	211
111	1
112	1706
113	3
114	18
115	9616
116	96
117	46
118	46
119	14
120	9824
121	137
122	2679
123	4541
124	214
125	192
126	337
127	649
128	8593
129	3564
130	249
131	6290
132	6804
133	5504
134	1
135	914
136	4471
137	4788
138	3859
139	7877
140	164
141	7752
142	1
143	5740
144	1
145	9535
146	4
147	181
148	2581
149	278
150	1755
151	8077
152	40
153	82
154	4803
155	232
156	60
157	175
158	152
159	326
160	38
161	130
162	33
163	340
164	135
165	2726
166	2510
167	157
168	638
169	1
170	87
171	1542
172	646
173	3643
174	9442
175	1141
176	4125
177	1429
178	45
179	2640
180	8072
181	296
182	373
183	6760
184	6423
185	7488
186	9259
187	9131
188	106
189	5100
190	234
191	1
192	17
193	5247
194	410
195	5640
196	63
197	8312
198	9462
199	72
200	278
201	257
202	3734
203	2347
204	15
205	7553
206	9988
207	75
208	5413
209	524
210	2031
211	155
212	26
213	25
214	7642
215	149
216	2233
217	162
218	3163
219	3662
220	497
221	81
222	2326
223	24
224	39
225	396
226	777
227	5249
228	8569
229	3175
230	529
231	89
232	101
233	200
234	1163
235	43
236	217
237	5136
238	617
239	9
240	3
241	7893
242	11
243	1072
244	234
245	422
246	9434
247	47
248	133
249	2
250	280
251	1
252	1671
253	287
254	12
255	182
256	4
257	33
258	43
259	4727
260	4250
261	131
262	42
263	8
264	10
265	8
266	9
267	3
268	1348
269	6385
270	134
271	500
272	3037
273	1
274	29
275	12
276	1
277	1665
278	160
279	8783
280	21
281	7
282	1
283	2530
284	8
285	9
286	13
287	1410
288	33
289	2207
290	5334
291	221
292	2589
293	1755
294	4
295	4
296	134
297	18
298	33
299	39
300	3
301	19
302	322
303	1
304	418
305	93
306	53
307	91
308	44
309	4
310	4
311	914
312	8589
313	379
314	49
315	1041
316	11
317	2712
318	274
319	168
320	127
321	1291
322	2288
323	3
324	1937
325	109
326	7
327	113
328	9642
329	52
330	77
331	34
332	12
333	13
334	1
335	9
336	3
337	8980
338	3946
339	4250
340	6156
341	8158
342	1
343	9494
344	8862
345	1
346	4985
347	8657
348	4
349	9365
350	5430
351	9985
352	4
353	1
354	5957
355	1
356	1
357	4
358	231
359	8986
360	334
361	8
362	6108
363	1
364	1
365	9937
366	9018
367	11
368	3681
369	1144
370	9591
371	464
372	18
373	8276
374	143
375	2621
376	50
377	1
378	1
379	3
380	10
381	4584
382	26
383	1
384	3
385	1
386	12
387	1
388	1
389	4
390	6445
391	7739
392	1
393	3518
394	305
395	2219
396	2242
397	5
398	1827
399	1
400	9201
401	6717
402	1
403	1
404	1
405	1
406	1324
407	1
408	1
409	8898
410	8715
411	2
412	93
413	7274
414	2340
415	80
416	554
417	2244
418	1324
419	1
420	8541
421	8155
422	1
423	1
424	1570
425	6015
426	5143
427	1
428	4
429	1
430	9342
431	9724
432	1
433	1
434	1
435	1
436	2
437	4
438	90
439	14
440	9204
441	21
442	8
443	167
444	1963
445	14
446	522
447	1
448	525
449	4961
450	5714
451	1
452	3674
453	6
454	40
455	1380
456	1389
457	9
458	220
459	1
460	1
461	1
462	1
463	1
464	1738
465	1
466	5456
467	251
468	2977
469	586
470	1410
471	1062
472	4126
473	246
474	6533
475	3962
476	2
477	16
478	1
479	2
480	1
481	11
482	9
483	3
484	1
485	1627
486	12
487	1
488	2
489	4434
490	1
491	3434
492	9580
493	1805
494	4755
495	2
496	1791
497	408
498	1
499	2345
500	2476
501	9634
502	8943
503	2
504	89
505	76
506	74
507	2142
508	116
509	39
510	255
511	61
512	100
513	40
514	56
515	2
516	53
517	60
518	198
519	50
520	304
521	47
522	68
523	180
524	1166
525	14
526	2
527	1
528	1
529	1
530	6101
531	1
532	1
533	1
534	1
535	1205
536	24
537	4325
538	8
539	57
540	7970
541	1
542	176
543	552
544	1
545	3
546	3
547	119
548	1
549	3
550	1
551	1
552	1
553	1
554	1
555	482
556	4
557	176
558	9362
559	2
560	1
561	11
562	9028
563	4480
564	7673
565	31
566	1
567	84
568	239
569	1
570	2
571	9986
572	1
573	1
574	1
575	62
576	50
577	235
578	1
579	7
580	14
581	1
582	11
583	1
584	779
585	4332
586	9751
587	1
588	1
589	1
590	1
591	1
592	1
593	2
594	4413
595	1
596	1
597	1
598	45
599	1
600	1
601	5
602	1
603	760
604	2975
605	27
606	9808
607	9796
608	1
609	1
610	8819
611	9859
612	6668
613	1
614	220
615	9988
616	3229
617	1830
618	9072
619	3
620	2306
621	573
622	44
623	400
624	751
625	659
626	1
627	3
628	330
629	7490
630	14
631	6346
632	3084
633	9565
634	1438
635	5015
636	108
637	4451
638	9109
639	173
640	25
641	7
642	1753
643	408
644	926
645	9392
646	118
647	2
648	7636
649	7597
650	1
651	4
652	3018
653	592
654	3396
655	1927
656	848
657	6664
658	113
659	1
660	185
661	437
662	4811
663	3552
664	27
665	166
666	2602
667	2790
668	8065
669	1204
670	9420
671	9111
672	4241
673	2051
674	5879
675	155
676	608
677	59
678	416
679	116
680	82
681	72
682	19
683	126
684	7050
685	3
686	1316
687	6
688	6
689	28
690	56
691	31
692	104
693	1584
694	8425
695	2739
696	8266
697	3131
698	614
699	807
700	7834
701	8851
702	9275
703	7270
704	1
705	146
706	4849
707	9560
708	813
709	1076
710	604
711	3954
712	7618
713	5762
714	4807
715	1153
716	3521
717	988
718	39
719	1130
720	2442
721	1
722	6128
723	634
724	4721
725	9081
726	227
727	686
728	1
729	5133
730	2921
731	1371
732	3
733	890
734	418
735	9998
736	1
737	18
738	4113
739	4419
740	88
741	63
742	2827
743	2830
744	798
745	108
746	377
747	7
748	1
749	293
750	1
751	1090
752	1
753	877
754	746
755	778
756	2121
757	2121
758	2334
759	2121
760	2121
761	2121
762	2121
763	2121
764	9895
765	2121
766	1029
767	12
768	52
769	226
770	937
771	76
772	27
773	80
774	1902
775	1951
776	3809
777	522
778	14
779	3
780	7016
781	8641
782	588
783	3093
784	1017
785	306
786	322
787	9298
788	336
789	180
790	150
791	5590
792	296
793	1788
794	1
795	1238
796	240
797	1246
798	340
799	963
800	37
801	1
802	1
803	1
804	1
805	1
806	1
807	2
808	1
809	1223
810	9702
811	93
812	103
813	1073
814	553
815	4
816	124
817	2160
818	94
819	1781
820	2816
821	23
822	829
823	32
824	123
825	370
826	1951
827	8204
828	8836
829	2
830	6
831	1102
832	1210
833	14
834	2220
835	9020
836	47
837	641
838	53
839	3452
840	506
841	8841
842	7362
843	296
844	1952
845	9222
846	1864
847	64
848	658
849	568
850	9501
851	7957
852	18
853	2514
854	7
855	265
856	9902
857	2373
858	6607
859	3984
860	6
861	8015
862	220
863	269
864	3700
865	288
866	1
867	2392
868	8194
869	15
870	136
871	5671
872	16
873	9243
874	9253
875	3157
876	3504
877	653
878	614
879	140
880	112
881	3732
882	1
883	1390
884	8665
885	870
886	6396
887	523
888	6594
889	201
890	636
891	9491
892	8048
893	1080
894	319
895	478
896	6
897	2724
898	3666
899	8880
900	1
901	1
902	1
903	2982
904	19
905	140
906	1
907	3385
908	1783
909	1
910	142
911	477
912	1194
913	1047
914	91
915	9548
916	9959
917	1
918	42
919	5755
920	38
921	4633
922	39
923	70
924	1254
925	146
926	5976
927	8519
928	1101
929	7173
930	89
931	361
932	1004
933	16
934	6717
935	59
936	448
937	92
938	1102
939	94
940	813
941	1439
942	206
943	8702
944	8890
945	4292
946	1795
947	964
948	492
949	677
950	1285
951	631
952	318
953	253
954	2505
955	161
956	1
957	1885
958	32
959	134
960	139
961	452
962	292
963	3409
964	7089
965	5
966	414
967	9496
968	1
969	786
970	3783
971	203
972	2334
973	7525
974	253
975	2128
976	8595
977	2329
978	411
979	1146
980	6855
981	27
982	2904
983	5284
984	4109
985	6867
986	6785
987	1184
988	4803
989	2943
990	504
991	8
992	4697
993	301
994	5
995	251
996	441
997	142
998	3542
999	4590
1000	9322
1001	5341
1002	3538
1003	9330
1004	198
1005	9230
1006	9463
1007	424
1008	6606
1009	3863
1010	2
1011	2759
1012	2183
1013	9586
1014	1
1015	127
1016	4004
1017	5499
1018	94
1019	20776
1020	618
1021	9434
1022	8467
1023	14
1024	7381
1025	1175
1026	1
1027	1
1028	1
1029	922
1030	16
1031	1279
1032	62
1033	5088
1034	107
1035	5309
1036	737
1037	2194
1038	288
1039	287
1040	54
1041	16
1042	919
1043	558
1044	17
1045	1
1046	1
1047	1
1048	1657
1049	2420
1050	547
1051	4499
1052	223
1053	9102
1054	252
1055	488
1056	1894
1057	6882
1058	1177
1059	8164
1060	542
1061	284
1062	6656
1063	8619
1064	4032
1065	2506
1066	8416
1067	8924
1068	223
1069	123
1070	48
1071	1
1072	1774
1073	1659
1074	323
1075	5912
1076	9
1077	2258
1078	2700
1079	3009
1080	1593
1081	429
1082	1067
1083	1623
1084	3375
1085	118
1086	5450
1087	1829
1088	1
1089	3069
1090	364
1091	2297
1092	12
1093	4
1094	1
1095	25
1096	6807
1097	2512
1098	6223
1099	2258
1100	165
1101	27
1102	2052
1103	9140
1104	2334
1105	665
1106	2329
1107	359
1108	7375
1109	2481
1110	1491
1111	1
1112	893
1113	142
1114	47
1115	1112
1116	232
1117	23
1118	216
1119	8569
1120	46
1121	239
1122	8068
1123	3
1124	119
1125	416
1126	5751
1127	8
1128	7720
1129	290
1130	290
1131	10
1132	289
1133	5
1134	237
1135	1
1136	475
1137	41
1138	297
1139	152
1140	5482
1141	1
1142	1
1143	196
1144	2008
1145	1
1146	3932
1147	2747
1148	6052
1149	233
1150	8268
1151	1023
1152	4487
1153	207
1154	431
1155	3998
1156	5766
1157	905
1158	66
1159	1
1160	8066
1161	9567
1162	9616
1163	350
1164	1
1165	311
1166	9417
1167	4113
1168	9165
1169	4654
1170	2849
1171	276
1172	1
1173	276
1174	809
1175	65
1176	1791
1177	1246
1178	8885
1179	72
1180	1003
1181	2
1182	134
1183	9110
1184	9462
1185	85
1186	9750
1187	313
1188	153
1189	1594
1190	529
1191	1312
1192	4662
1193	1732
1194	28
1195	2752
1196	123
1197	342
1198	6220
1199	1322
1200	5343
1201	13
1202	240
1203	96
1204	20
1205	3468
1206	7
1207	25
1208	1
1209	31
1210	711
1211	185
1212	1
1213	3556
1214	1
1215	4014
1216	384
1217	29
1218	21
1219	34
1220	4187
1221	8595
1222	2577
1223	1590
1224	9984
1225	34
1226	111
1227	2478
1228	1
1229	14
1230	18
1231	6030
1232	153
1233	6822
1234	429
1235	1
1236	1
1237	9044
1238	37
1239	7611
1240	1016
1241	757
1242	2547
1243	9996
1244	332
1245	108
1246	401
1247	1
1248	639
1249	189
1250	707
1251	1448
1252	1
1253	820
1254	9587
1255	992
1256	141
1257	7044
1258	109
